"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"Q2ULATHS","conferencePaper","2025","Kumar, V. T.Ram Pavan; Imran, Sk; Masthan, Shaik Khadar; Kumar, Odugu Prasanth; Sulthana, Shaik Rajiya; Yuktasha, Velidi","Data-Driven Decision Making in Sports: Machine Learning for Performance Benchmarking","","","","10.1109/ICAISS61471.2025.11042003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010769028&doi=10.1109%2FICAISS61471.2025.11042003&partnerID=40&md5=8feb047989ad99d750d52cd4e463d6cf","Traditional sports performance analysis relies heavily on subjective assessments, manual statistics, and static benchmarks that fail to capture the dynamic nature of an athlete's progress and competitive environment. This paper addresses the critical problem of inconsistent and non-adaptive performance benchmarking, which limits objective comparisons across players, teams, and historical data. We propose a novel data-driven framework leveraging machine learning (ML) to create an adaptive benchmarking system that automatically evaluates performance trends, identifies anomalies, and provides actionable insights. Our approach integrates deep learning, reinforcement learning, and ensemble learning to extract meaningful patterns from large-scale datasets, including biometrics, match statistics, and contextual variables. A key innovation is the hybrid ML pipeline combining supervised and unsupervised learning, where neural networks and clustering algorithms work together to dynamically rank and compare athlete performances based on evolving game conditions. Furthermore, we introduce anomaly detection and regression-based models to detect deviations from expected performance trends and offer personalized recommendations for training optimization. Extensive experiments on real-world sports datasets demonstrate the effectiveness of our framework, achieving superior accuracy in performance evaluation compared to conventional statistical methods. Additionally, explainable AI (XAI) techniques are integrated to enhance transparency and ensure interpretability of model outputs for coaches, analysts, and athletes. By addressing the limitations of static performance assessment methods, this research establishes a new paradigm for data-driven decision-making in sports, offering a scalable and AI-driven approach for talent identification, injury prevention, and strategic game planning. © 2025 Elsevier B.V., All rights reserved.","2025","2025-09-29 14:50:41","2025-09-29 14:53:27","","1469 - 1476","","","","","","","","","","","","","","","","","","","","Type: Conference paper","<p>Cited by: 0</p>; <p>Cited by: 0</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"APB8I3FH","journalArticle","2025","Randika, J. Ishan; Rajamanthri, Kanishka; Kothalawala, Avishka; Gunawardana, Niroshan; Induranga, Ashan; Weerakkody, Pathum Priyamal; Maduwantha, Kaveendra; Kumara, Banage Thanne Gedara Samantha; Koswattage, Kaveenga Rasika","Optimized Motion Capture for Cricket Shot Classification Using Minimal Hardware and Machine Learning","IEEE Access","","","10.1109/ACCESS.2025.3584890","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010031609&doi=10.1109%2FACCESS.2025.3584890&partnerID=40&md5=b9cf28749b1230427fd1e16e6df7b187","Motion capture technology has been used in many sports analytics, particularly for analyzing player movements in games like cricket. However, the high cost of commercial systems and the disturbing nature of wearable devices limit their accessibility and practicality. This study presents a two-fold solution: first, the development of a low-cost, non-intrusive optical motion capture system; and second, the implementation of a machine learning model to classify cricket batting shots based on body angle variations over time. After evaluating multiple optical techniques, MediaPipe was identified as the most effective and affordable solution. A system comprising four Logitech 720p cameras was deployed using Python multiprocessing to capture player motion in real time, ensuring efficient handling of both computational and input/output operations. Motion data collected from the system was analyzed to extract distinct angle variation patterns associated with different batting shots. These patterns were used to train a hybrid machine learning model combining Convolutional Neural Networks (CNNs) and Long Short-Term Memory (LSTM) networks. The proposed model achieved an accuracy of 95% in classifying various batting shots, demonstrating the feasibility and effectiveness of the system as an economical alternative for sports motion analysis. © 2025 Elsevier B.V., All rights reserved.","2025","2025-09-29 14:50:41","2025-09-29 14:53:49","","113822 - 113837","","","13","","","","","","","","","","","","","","","","","Type: Article","<p>Cited by: 0; All Open Access; Gold Open Access</p>; <p>Cited by: 0; All Open Access; Gold Open Access</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SLZTIEWF","conferencePaper","2025","Li, Ruochen","Comparing Machine Learning Methods for NBA Game Outcome Prediction","","","","10.1109/ICCCBDA64898.2025.11030489","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009408738&doi=10.1109%2FICCCBDA64898.2025.11030489&partnerID=40&md5=ba0d04b7a8412391684c56d998ba18ee","Basketball games generate a great amount of data across various dimensions, including player performance, team dynamics, and game outcomes. This makes basketball an ideal field for data analysis. In this study, we build upon previous researches to explore the prediction of NBA game outcomes based on key performance metrics such as points, rebounds and assists. We used several machine learning models, including logistic regression, decision trees, support vector machines, and random forests, to assess their prediction ability. We also used dimensionality reduction techniques like PCA and t-SNE to better understand the hidden structures of team performance. Our findings indicate that logistic regression with optimal regularization and random forest models achieved the highest accuracy and ROC AUC scores, demonstrating their potential for predicting win/loss outcomes. We also explored the impact of feature selection and hyperparameter, which provides valuable insights into our model's optimization. Although traditional machine learning techniques performed well, future research could add more performance factors, deal with imbalanced data, and explore deep learning approaches to further improve predictive accuracy. © 2025 Elsevier B.V., All rights reserved.","2025","2025-09-29 14:50:41","2025-09-29 14:53:25","","52 - 61","","","","","","","","","","","","","","","","","","","","Type: Conference paper","<p>Cited by: 0</p>; <p>Cited by: 0</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QLHTT2T7","conferencePaper","2025","Schelenz, Lukas; Rajanna, Shobha; Gosalci, Denis; Heublein, Lucas; Pirkl, Jonas; Ott, Jonathan; Ott, Felix; Mutschler, Christopher; Feigl, Tobias","Exploitation of Hidden Context in Dynamic Movement Forecasting: A Neural Network Journey from Recurrent to Graph Neural Networks and General Purpose Transformers","","","","10.1109/PLANS61210.2025.11028353","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009249712&doi=10.1109%2FPLANS61210.2025.11028353&partnerID=40&md5=f1153a90fcd79f76863b99f972d24531","Forecasting within signal processing pipelines is crucial for mitigating delays, particularly in predicting the dynamic movements of objects such as NBA players. This task poses significant challenges due to the inherently interactive and unpredictable nature of sports, where abrupt changes in velocity and direction are prevalent. Traditional approaches, including (S)ARIMA(X), Kalman filters (KF), and Particle filters (PF), often struggle to model the non-linear dynamics present in such scenarios. Machine learning (ML) methods, such as long short-term memory (LSTM) networks, graph neural networks (GNNs), and Transformers, offer greater flexibility and accuracy but frequently fail to explicitly capture the interplay between temporal dependencies and contextual interactions, which are critical in chaotic sports environments.In this paper, we evaluate these models and assess their strengths and weaknesses. Experimental results reveal key performance trade-offs across input history length, generalizability, and the ability to incorporate contextual information. ML-based methods demonstrated substantial improvements over linear models across forecast horizons of up to 2s. Among the tested architectures, our hybrid LSTM augmented with contextual information achieved the lowest final displacement error (FDE) of 1.51m, outperforming temporal convolutional neural network (TCNN), graph attention network (GAT), and Transformers, while also requiring less data and training time compared to GAT and Transformers. Our findings indicate that no single architecture excels across all metrics, emphasizing the need for task-specific considerations in trajectory prediction for fast-paced, dynamic environments such as NBA gameplay. © 2025 Elsevier B.V., All rights reserved.","2025","2025-09-29 14:50:41","2025-09-29 14:53:34","","1095 - 1106","","","","","","","","","","","","","","","","","","","","Type: Conference paper","<p>Cited by: 0</p>; <p>Cited by: 0</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PI52RVY3","conferencePaper","2025","Sayeed, Raiyan; Hassan, Mohammed Tanvir; Rahman, Md Naimur; Zaman, Faiza Binte; Ahmed, Sabbir; Miah, Md Saef Ullah","Machine Learning Models for Predicting Olympic Medal Outcomes","","","","10.1109/IATMSI64286.2025.10984687","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007441688&doi=10.1109%2FIATMSI64286.2025.10984687&partnerID=40&md5=da55891a219410f2984aadf5ca6df0d2","In this paper, the prediction of Olympic medal winners has been explored using various machine learning models, utilizing a dataset spanning 128 years of Olympic history from 1896 to 2024. Thirteen Machine Learning models - Logistic Regression, Polynomial Logistic Regression, XGBoost, Random Forest, KNN, Naive Bayes, LightGBM, AdaBoost, Decision Tree, Extra Trees, Gradient Boosting, Neural Network, and SVM were used and evaluated. The dataset was preprocessed, and models were trained and tested to predict future medal outcomes. Superior performance metrics were demonstrated by ensemble models such as XGBoost, LightGBM, and Gradient Boosting with accuracy rates of 83%, 84%, and 84% respectively, and notable AUC values. Conversely, lower performances were exhibited by simpler models like Logistic Regression, Polynomial Logistic Regression, and SVM. Discrepancies in prediction graphs suggested potential issues in model training or dataset encoding. Future research will focus on integrating additional features and more sophisticated techniques to enhance model performance and prediction accuracy. The findings are anticipated to contribute significantly to the field of sports analytics and assist national Olympic committees in strategic planning and resource allocation for future Olympic Games. © 2025 Elsevier B.V., All rights reserved.","2025","2025-09-29 14:50:41","2025-09-29 14:53:43","","","","","","","","","","","","","","","","","","","","","","Type: Conference paper","<p>Cited by: 0</p>; <p>Cited by: 0</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PZ2GK59N","conferencePaper","2025","Bhuiyan, Faizul Islam; Dali, Md Afjal Hossain; Niloy, Ferdous Reza; Naheen, Intisar Tahmid","Improving ODI Cricket Predictions: A Novel Approach using Key Features and Advanced Regression Models","","","","10.1109/ICICT64420.2025.11004737","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007423662&doi=10.1109%2FICICT64420.2025.11004737&partnerID=40&md5=a9da419e56e3aa1a21e6546bbe69076f","The outcomes of cricket matches, a sport followed passionately by millions worldwide, are influenced by many factors. This study presents a robust machine learning model to predict scores and win probabilities in One Day International (ODI) cricket matches. The model leverages key features such as toss outcomes, venue-specific attributes, team performance metrics, match locations, and detailed match statistics to enhance predictive accuracy. The proposed methodology employs several machine learning algorithms to forecast ODI cricket scores, including XGBRegressor, Lasso Regression, Ridge Regression, CatBoost, Gradient Boosting, LGBM, and Linear Regression. To evaluate model performance, established metrics such as the coefficient of determination (R<sup>2</sup>), mean absolute error (MAE), root mean squared error (RMSE), and mean squared error (MSE) are utilized. This study highlights not only the predictive accuracy and generalizability of the model but also its practical application through integration into a mobile application. This integration enhances user interaction and serves as a valuable tool for cricket enthusiasts and analysts, enabling the identification of trends in ODI matches while demonstrating the practical application of machine learning in sports analytics. © 2025 Elsevier B.V., All rights reserved.","2025","2025-09-29 14:50:41","2025-09-29 14:53:38","","20 - 27","","","","","","","","","","","","","","","","","","","","Type: Conference paper","<p>Cited by: 0</p>; <p>Cited by: 0</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T3RJKQW4","conferencePaper","2025","Rao, Krishnaraj S.; Raghunandan, K. R.; Rao, Shamanth; Patil, Samarth; Nandan, Sai; Devadiga, Rathay","Cricket Player's Performance Prediction Using Machine Learning","","","","10.1109/AIDE64228.2025.10987465","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105006587974&doi=10.1109%2FAIDE64228.2025.10987465&partnerID=40&md5=1c6748f80a72d09240ff7bd5e6f57490","This paper presents a predictive model for cricket player performance utilizing machine learning techniques to optimize team selection for competitive matches. By analyzing historical performance data, opponent dynamics, and stadium conditions, the model aims to identify the most suitable combination of players - comprising 6 batsmen, 3 bowlers, and 2 all-rounders. Key inputs, including pitch type, batting and bowling preferences, and winning probabilities, are integrated into a rule-based algorithm. Data is collected through web scraping from reputable sources such as ESPN Cricinfo, facilitating accurate predictions based on batting and bowling averages. The findings highlight the effectiveness of combining traditional cricketing knowledge with advanced data analytics to enhance decision-making in team management. © 2025 Elsevier B.V., All rights reserved.","2025","2025-09-29 14:50:41","2025-09-29 14:53:27","","944 - 950","","","","","","","","","","","","","","","","","","","","Type: Conference paper","<p>Cited by: 0</p>; <p>Cited by: 0</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GVLX7Z4E","conferencePaper","2025","Abdi, Mohammadreza; Kargari, Mehrdad; Alavi, Meysam; Teimourpour, Babak","Predicting NBA Playoffs Qualification Using Machine Learning Techniques","","","","10.1109/CSICC65765.2025.10967447","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105005138971&doi=10.1109%2FCSICC65765.2025.10967447&partnerID=40&md5=bfe9a6ee4426d78b8b7e60eab8828431","Sports data analysis has become an essential aspect of modern sports management, leveraging machine learning (ML) techniques to gain valuable insights into team and player performance. This study proposes a novel ML-based framework to predict NBA teams' qualification for the playoffs, utilizing comprehensive per-game data from the 2013-2014 to 2023-2024 seasons. Key features were selected using SHAP analysis, and model performance was evaluated using a rigorous 5-fold cross-validation approach. Among the models tested, the Support Vector Machine (SVM) achieved the highest prediction accuracy (96%), followed by the Multi-Layer Perceptron (MLP) with an 88% accuracy. These results highlight the potential of ML in providing actionable insights for team owners, coaches, and stakeholders to make data-driven decisions. Furthermore, the study addresses challenges such as data imbalance and provides a comparative analysis of model performance, offering a valuable contribution to the growing field of sports analytics. © 2025 Elsevier B.V., All rights reserved.","2025","2025-09-29 14:50:41","2025-09-29 14:53:54","","","","","","","","","","","","","","","","","","","","","","Type: Conference paper","<p>Cited by: 0</p>; <p>Cited by: 0</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QGUAE5KT","conferencePaper","2025","Ranganathan, Chitra Sabapathy; Pandey, Pramod K.; Arulprakash, M.; Gopalakrishnan, Kanapathy; Ganeshbabu, T. R.; Murugan, Subbiah","Artificial Neural Networks for Enhancing Soccer Team Performance Through Tactical Data Analysis","","","","10.1109/ICMLAS64557.2025.10969039","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004824702&doi=10.1109%2FICMLAS64557.2025.10969039&partnerID=40&md5=90d113ebf8205808866ebf1da8575173","This research investigates using artificial neural networks (ANNs) to improve football team performance via tactical data analysis. The growing amount of data produced during football matches poses challenges and possibilities for coaches and analysts. ANNs, as a category of machine learning, provide a strong foundation for recognizing patterns and extracting actionable insights from data. It created a prediction algorithm that evaluates team performance and recommends ideal tactics using player data, game video, and tactical formations. It indicates that ANNs can proficiently assess intricate relationships inside the game, enhancing coaches' decision-making. The model was also evaluated using past match data, demonstrating its capacity to forecast results and suggesting tactical modifications in real time. This research's ramifications beyond performance improvement players underscore the significance of data-driven methodologies in contemporary sports. This novel use of technology enhances player development and cultivates a profound comprehension of game dynamics, providing a competitive advantage in football. © 2025 Elsevier B.V., All rights reserved.","2025","2025-09-29 14:50:41","2025-09-29 14:53:21","","642 - 647","","","","","","","","","","","","","","","","","","","","Type: Conference paper","<p>Cited by: 0</p>; <p>Cited by: 0</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LN2LB5G3","conferencePaper","2025","Shukla, Tushar Dhar; Kanpur Rani, V.; Kumar, Indrajeet Narender; Hussein, Omar Mohsen; Banu, Shaik Balkhis; Bhavani, P.","Optimizing Soccer Match Prediction with Deep Convolutional Neural Networks and Grey Wolf Optimization","","","","10.1109/ICAECT63952.2025.10958929","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004552528&doi=10.1109%2FICAECT63952.2025.10958929&partnerID=40&md5=d881623dc6c607bcebb2a3da8aa7b0c8","Predicting soccer match outcomes has become an essential area of interest in sports analytics, yet many existing studies rely on traditional machine learning methods that may not adequately capture the complex dynamics inherent in the sport. This study aims to address these limitations by proposing a novel approach utilizing a Deep Convolutional Neural Network (DCNN) optimized through Grey Wolf Optimization (GWO) to significantly enhance prediction accuracy. The methodology leverages a comprehensive dataset from the European Soccer Database, gathered from Kaggle, which includes detailed match statistics, player attributes, and betting odds, allowing for a richer analysis. The results of the study indicate that the proposed DCNN model outperforms several baseline models, achieving notable improvements in accuracy, precision, and F1-scores, thereby showcasing its ability to learn complex patterns and relationships within the data effectively. Despite these promising findings, the study acknowledges certain limitations, such as the potential for further enhancement through the integration of additional features like spatiotemporal tracking data and more detailed player performance metrics. The outcomes suggest that the combination of advanced deep learning techniques with effective optimization strategies can yield substantial improvements in predictive analytics in sports. In conclusion, this research contributes significantly to the field by demonstrating the potential of deep learning in the accurate prediction of soccer match outcomes. It encourages future exploration of diverse datasets and methodologies to further refine predictive capabilities, ultimately supporting more informed decision-making processes for teams and coaches within the competitive landscape of soccer. Overall, the study underscores the transformative potential of machine learning in sports analytics. © 2025 Elsevier B.V., All rights reserved.","2025","2025-09-29 14:50:41","2025-09-29 14:53:50","","","","","","","","","","","","","","","","","","","","","","Type: Conference paper","<p>Cited by: 0</p>; <p>Cited by: 0</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22H2DLP6","conferencePaper","2025","Rao, Chava Govardhana; Varma, N. Sai Harshith; Kashish, Kumari C.; Mazumder, Priyangshu; Ramasamy, Prema","Cricket Shot Classification from Video Using Body Pose Landmarks","","","","10.1109/ICAECT63952.2025.10958894","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004550281&doi=10.1109%2FICAECT63952.2025.10958894&partnerID=40&md5=3bd8dce3bcaf75a0f7f1b031ede95e7a","The primary focus of this study is to use deep learning techniques to classify cricket shots. Data acquisition begins by gathering video clips of different cricket shots and manually annotating them. To address imbalance in class, generated synthetic examples are used to ensure each shot type has equal representation. Advanced techniques for handling missing data points using combined object detection and 3D landmark extraction to track the batsman's move-ments are employed for efficiency. To enhance accuracy of the analysis, complex methods are used to deal with missing data. By integrating object detection methods with 3D land-mark extraction, effective tracking of batsman movements is captured. Tests with multiple machine learning models such as simple neural networks and more complicated models which could capture movement sequence over time are tested on the data. The most successful results were achieved with systems that could process video frames in both forward and reverse directions, leading to a more precise identification of cricket shots. This research illustrates the potential of machine learning techniques and how advanced models can be used to analyze and classify sports activities in video data. We contribute to the growing community and knowledge base of automated sports analytics, paving the way for future innovations in real-time action recognition and commentary generation. © 2025 Elsevier B.V., All rights reserved.","2025","2025-09-29 14:50:41","2025-09-29 14:53:27","","","","","","","","","","","","","","","","","","","","","","Type: Conference paper","<p>Cited by: 0</p>; <p>Cited by: 0</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PFANJW3L","conferencePaper","2025","Sreeja, S. P.; Asha, V. B.; Deepak, A.; Gowtham, S.; Gayathri, K.; Prasad, Arpana","Optimizing Rugby Match Predictions Using Advanced Machine Learning Techniques","","","","10.1109/ICVADV63329.2025.10961297","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004413372&doi=10.1109%2FICVADV63329.2025.10961297&partnerID=40&md5=14c9d01298ddca6e9cfefe52954ed236","This study explores the use of machine learning algorithms to predict rugby match outcomes by analyzing a dataset that includes factors such as scores, teams, competition type, and location. It evaluates the effectiveness of several algorithms, including Gradient Boosting (XGBoost), Random Forest, Logistic Regression, and Support Vector Machines (SVM). Among these, XGBoost emerges as the most accurate predictor, which delivered the highest accuracy at 92.4%, thanks to its ability to process structured data, capture complex non-linear relationships, and highlight the importance of various features. The research includes comprehensive data preprocessing, feature engineering, and hyperparameter tuning to optimize model performance. The results emphasize the growing potential of machine learning in sports analytics, providing valuable insights into the key factors that influence match outcomes and offering a solid foundation for strategic decision-making in rugby. © 2025 Elsevier B.V., All rights reserved.","2025","2025-09-29 14:50:41","2025-09-29 14:53:50","","1482 - 1486","","","","","","","","","","","","","","","","","","","","Type: Conference paper","<p>Cited by: 1</p>; <p>Cited by: 1</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PPF36J3Z","journalArticle","2025","Zhang, Ling; An, Yifan","Enhancing Sports Team Management Through Machine Learning","IEEE Access","","","10.1109/ACCESS.2025.3551889","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105003047213&doi=10.1109%2FACCESS.2025.3551889&partnerID=40&md5=3243028f4bc26c86c296065d3bc797ee","Sports like basketball and baseball have seen significant improvements through the effective use of sports analytics. However, research on machine learning in football has primarily focused on prediction. There is a need to explore whether machine learning can contribute to generating more in-depth and accurate insights into football analysis. This essay presents a descriptive analysis of player performance in football matches. Typically, player performance in football is evaluated by consulting a panel of experts, though the criteria they use for evaluation remain undisclosed. By applying machine learning algorithms and pruning techniques, several classifications were developed to identify the most critical functional attributes of players. The functional metrics that delivered the best results in rating predictions had an average error of 0.17. The most significant performance data for each position on the field were closely aligned with the factors experts consider when grading players. The 34 performance characteristics identified achieved a prediction accuracy of 63.4% for match outcomes. © 2025 Elsevier B.V., All rights reserved.","2025","2025-09-29 14:50:41","2025-09-29 14:53:32","","55431 - 55441","","","13","","","","","","","","","","","","","","","","","Type: Article","<p>Cited by: 0; All Open Access; Gold Open Access</p>; <p>Cited by: 0; All Open Access; Gold Open Access</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CZ9SERVD","conferencePaper","2025","Verulkar, Aditya; Hegde, Suhit; Pai, Sumeet; Patil, Swetha; Pramiee, Lenish J.","Enhanced Classification of Cricket Batting Shots Using Advanced Machine Learning and Computer Vision Techniques","","","","10.1109/SCEECS64059.2025.10940510","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105002731974&doi=10.1109%2FSCEECS64059.2025.10940510&partnerID=40&md5=993fc67fba08a62879fd1417c32151e5","A novel method for categorizing cricket batting shots using machine learning and computer vision techniques. Our approach utilizes pose estimation using ViTPose for capturing player posture accurately while a shot is being played. The model takes an image as input, and accurately identifies the batsman. Keypoints obtained by applying the pre-trained ViTPose model on the input image is classified into one of four different shot categories. This finds application in sports analytics as well as smart bowling machines for continuous skill learning. The classification of cricket batting shots is difficult because of enormous variability in the techniques of players and their shot types. The existing methods do not have any feasible approach toward discrimination of different types of shots in dynamic environments. Therefore, this study meets the gap in the development of a robust automated system, which optimally categorizes cricket shots. This will be operationalized further using techniques such as pose estimation and object recognition, among many other machine learning and computer vision advancements, for the enhancement of shot classification in the realization of analytics and training applications in sports. © 2025 Elsevier B.V., All rights reserved.","2025","2025-09-29 14:50:41","2025-09-29 14:53:31","","","","","","","","","","","","","","","","","","","","","","Type: Conference paper","<p>Cited by: 0</p>; <p>Cited by: 0</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IINN8TYB","conferencePaper","2025","El Haber, Elias; Sawaya, Elie; Attieh, Maroun; Tannous, Aldo; Ghazaly, Weam; Owayjan, Michel J.","Formula 1 Race Winner Prediction Using Random Forest and SHAP Analysis","","","","10.1109/IC2AI62984.2025.10932140","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105002397501&doi=10.1109%2FIC2AI62984.2025.10932140&partnerID=40&md5=9f4b997286dda9eb901e60c48f82291b","Predicting the outcomes of Formula 1 (F1) races presents a significant challenge due to the complex interplay of numerous factors, including driver skill, vehicle performance, team strategy, and unpredictable race-day conditions. This paper investigates the application of the Random Forest algorithm enhanced with SHAP (Shapley Additive Explanations) analysis to forecast race winners while providing interpretability to the model's predictions. By leveraging extensive historical data encompassing driver metrics and race conditions, we aim to build a model that achieves high predictive accuracy and offers valuable insights into the most influential factors affecting race outcomes. Our approach demonstrates how integrating machine learning with explainable AI techniques can assist F1 teams in making data-driven decisions, ultimately optimizing their strategies in the highly competitive environment of professional racing. © 2025 Elsevier B.V., All rights reserved.","2025","2025-09-29 14:50:41","2025-09-29 14:53:35","","","","","","","","","","","","","","","","","","","","","","Type: Conference paper","<p>Cited by: 0; All Open Access; Green Accepted Open Access; Green Open Access</p>; <p>Cited by: 0; All Open Access; Green Accepted Open Access; Green Open Access</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5ZHFIYWN","conferencePaper","2025","Li, Zhixuan; Wang, Tong","Analyzing tennis match momentum through machine learning techniques and the TOPSIS model","Proceedings of SPIE - The International Society for Optical Engineering","","","10.1117/12.3059757","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105001115765&doi=10.1117%2F12.3059757&partnerID=40&md5=94892948ffa5ee5a9556e5c5eff41ee5","Momentum plays a crucial role in tennis performance, yet its quantification and prediction remain challenging in sports analytics. This study develops a comprehensive framework to analyze momentum patterns in the 2023 Wimbledon Men's Singles tournament through an integrated approach combining random forest machine learning and TOPSIS methods. The research identifies and evaluates key momentum indicators encompassing player performance metrics, score dynamics, and physical exertion parameters. Our random forest model processes these features to generate initial predictions, which are then refined using the TOPSIS method with entropy-based weighting. The hybrid model, tested across multiple datasets, demonstrates exceptional predictive accuracy with R-squared values of 0.892 for training and 0.845 for testing. Following initial validation, the framework was enhanced by incorporating environmental variables such as court surface characteristics and weather conditions, improving its practical relevance. The findings demonstrate that momentum is not only quantifiable but serves as a significant predictor of match outcomes, offering valuable implications for strategic planning and performance optimization in professional tennis. © 2025 Elsevier B.V., All rights reserved.","2025","2025-09-29 14:50:41","2025-09-29 14:53:18","","","","","13550","","","","","","","","","","","","","","","","","Type: Conference paper","<p>Cited by: 0</p>; <p>Cited by: 0</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PLIQF6P2","conferencePaper","2025","Shubham, null; Banerjee, Deepak","Advancements in Cricket Analytics: Shot Classification using Deep Learning Techniques","","","","10.1109/ICMCSI64620.2025.10883479","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105000007426&doi=10.1109%2FICMCSI64620.2025.10883479&partnerID=40&md5=81ca32156005f6ffab8d62c49823e3a2","This study demonstrates an excellent machine learning model that categorizes cricket shots with excellence, using various metrics of evaluation. The model generated excellent precision, recall, and F1 score for each shot type: Pull (95.42%), Cover Drive (95.51%), Square Cut (95.57%), Straight Drive (95.59%), and Hook (94.34%). Using a dataset of 12,840 photographs, the version's average accuracy is 95.32%. The high values show how efficiently the model can correctly identify and distinguish between various cricket shots. The overall accuracy of 98% is sustained by the model for all the classes but support values are: Pull with 2620 instances or 20%, Cover Drive with 2670 instances or 21%, Square Cut with 2710 instances or 21%, Straight Drive with 2720 instances or 21%, and Hook with 2120 instances or 17%. This balanced data naturally enhances the reliability of the model, while representing robust capability in dealing with variations in shot types. The novelty of this finding lies in the fact that the model can significantly enhance the value of cricket analytics, such as underlining useful insights that may be acquired from the performance of players and shot selections. This, in turn, can lead to an improvement of the training strategies for coaches and analysts as well as the enhancement of field decisions. Conclusion This is a fully-fledged application of machine learning for sports analytics particularly in cricket. © 2025 Elsevier B.V., All rights reserved.","2025","2025-09-29 14:50:41","2025-09-29 14:52:57","","1153 - 1158","","","","","","","","","","","","","","","","","","","","Type: Conference paper","<p>Cited by: 0</p>; <p>Cited by: 0</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
