"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Document Type","Publication Stage","Open Access","Source","EID"
"M., Shinkawa, Minami; Y., Mugita, Yuko; T., Takahashi, Toshiaki; D., Haba, Daijiro; H., Sanada, Hiromi; G., Nakagami, Gojiro","Shinkawa, Minami (59477306900); Mugita, Yuko (56079096900); Takahashi, Toshiaki (57056702500); Haba, Daijiro (57192503512); Sanada, Hiromi (7102106734); Nakagami, Gojiro (14424454800)","59477306900; 56079096900; 57056702500; 57192503512; 7102106734; 14424454800","A novel skin temperature estimation system for predicting pressure injury occurrence based on continuous body sensor data: A pilot study","2025","Clinical Biomechanics","122","","106413","","","0","0","10.1016/j.clinbiomech.2024.106413","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85212327250&doi=10.1016%2Fj.clinbiomech.2024.106413&partnerID=40&md5=a4761fe7d43539a2af6258ad8ae4850c","Background: Pressure injury prevention is important in older patients with immobility. This requires an accurate and efficient prediction of the development of pressure injuries. We aimed to develop a method for estimating skin temperature changes due to ischemia and inflammation using temperature sensors placed under bedsheets to provide an objective, non-invasive, and non-constrained risk assessment tool. Methods: This study consisted of a thermal skin simulation study and a descriptive correlation study in healthy participants. A thermal skin simulation study was conducted using a model reproducing the body surface (underwear, diaper, or wet diaper conditions) and bed environment. In a descriptive-correlational study, the participants lay supine on a mattress with a temperature sensor attached to their sacral skin. Findings: The thermal skin simulation study showed that temperature changes in the skin can be estimated under the sheets by inputting time-shifted temperature data into machine learning (R2 = 0.9967 for underwear, 0.9950 for diapers, and 0.9869 for wet diapers). It was also demonstrated that the absolute skin temperature of a healthy individual (N = 17) could be estimated with the best accuracy by inputting time-shifted data into an extra-tree regressor (R2 = 0.8145). Interpretation: A combination of interface pressure and temperature sensors can be used to estimate skin temperature changes. These findings contribute to the development of a skin temperature measurement method that can capture temperature changes over time in clinical settings. © 2024 Elsevier B.V., All rights reserved.","Article","Final","","Scopus","2-s2.0-85212327250"
"S.A.A., Shah, Syed Asghar Ali; Q., Zaman, Qamruz; D., Wasim, Danish; J., Allohibi, Jeza; A.A., Alharbi, Abdulmajeed Atiah; M., Shabbir, Maha","Shah, Syed Asghar Ali (59459042900); Zaman, Qamruz (15842412200); Wasim, Danish (58196158500); Allohibi, Jeza (57211276565); Alharbi, Abdulmajeed Atiah (57530699100); Shabbir, Maha (57355734600)","59459042900; 15842412200; 58196158500; 57211276565; 57530699100; 57355734600","Optimal model for predicting highest runs chase outcomes in T-20 international cricket using modern classification algorithms","2025","Alexandria Engineering Journal","114","","","588","598","0","2","10.1016/j.aej.2024.11.113","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85211104818&doi=10.1016%2Fj.aej.2024.11.113&partnerID=40&md5=4f337a1a0b3f751d3d056c183cae5be0","This study examines the theoretical framework and practical application of machine learning models to predict high run chase outcomes in T-20 International (T-20I) cricket. Focusing on factors such as venue, toss outcomes, batting order, pitch conditions, and team rankings, the analysis investigates how these elements contribute to the probability of achieving high-scoring chases. A dataset comprising 458 T-20I matches from 2005 to 2024 was analyzed using seven machine learning models: Random Forest, Support Vector Machine, Naïve Bayes, Neural Networks, Decision Tree, XGBoost, and K-Nearest Neighbors. Model performance was systematically evaluated through metrics including accuracy, precision, recall, and Area under the Curve (AUC), with robustness confirmed via Monte Carlo simulations across variable match conditions. Results highlight Random Forest and Decision Tree models as the most accurate and reliable, consistent with theoretical expectations for ensemble and decision-based models in complex, multi-factor analyses. This research provides both theoretical and practical insights to enhance data-driven strategies, pre-match evaluations, and in-game decision-making for T-20I cricket performance analysis.Top of Form © 2024 Elsevier B.V., All rights reserved.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85211104818"
"J., Guan, Jiahui; D., Dong, Danhong; P., Xie, Peilin; Z., Zhao, Zhihao; Y., Guo, Yilin; T.Y., Lee, Tzong Yi; L., Yao, Lantian; Y., Chiang, Yingchih","Guan, Jiahui (58452894800); Dong, Danhong (59219443300); Xie, Peilin (58770024900); Zhao, Zhihao (58984479600); Guo, Yilin (59409894800); Lee, Tzong Yi (8503006200); Yao, Lantian (57376848600); Chiang, Yingchih (35078340300)","58452894800; 59219443300; 58770024900; 58984479600; 59409894800; 8503006200; 57376848600; 35078340300","StackDILI: Enhancing Drug-Induced Liver Injury Prediction through Stacking Strategy with Effective Molecular Representations","2025","Journal of Chemical Information and Modeling","65","2","","1027","1039","0","1","10.1021/acs.jcim.4c02079","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85214666941&doi=10.1021%2Facs.jcim.4c02079&partnerID=40&md5=7e6026788c3dd9137f194b835c9d8d47","Drug-induced liver injury (DILI) is a major challenge in drug development, often leading to clinical trial failures and market withdrawals due to liver toxicity. This study presents StackDILI, a computational framework designed to accelerate toxicity assessment by predicting DILI risk. StackDILI integrates multiple molecular descriptors to extract structural and physicochemical features, including the constitution, pharmacophore, MACCS, and E-state descriptors. Additionally, a genetic algorithm is employed for feature selection and optimization, ensuring that the most relevant features are used. These optimized features are processed through a stacking ensemble model comprising multiple tree-based machine learning models, improving prediction accuracy and interpretability. Notably, StackDILI demonstrates a strong performance on the DILIrank test set and maintains robustness across cross-validation. Moreover, interpretability analysis reveals key molecular features associated with DILI risks, providing valuable insights into toxicity prediction. To further improve accessibility, a user-friendly web interface is developed, allowing users to input SMILES strings and receive rapid predictions with ease. The StackDILI model provides a powerful tool for efficient DILI assessment, supporting safer drug development. The web interface is accessible at https://awi.cuhk.edu.cn/biosequence/StackDILI/. © 2025 Elsevier B.V., All rights reserved.","Article","Final","","Scopus","2-s2.0-85214666941"
"M., Hanzla, Muhammad; N.S., Alshammari, Naif S.; S.S., Alharbi, Shuaa S.; W., Wahid, Wasim; N.A., Almujally, Nouf Abdullah; A., Jalal, Ahmad; H., Liu, Hui","Hanzla, Muhammad (58040312700); Alshammari, Naif S. (59454660500); Alharbi, Shuaa S. (57206480487); Wahid, Wasim (59424405100); Almujally, Nouf Abdullah (57193325656); Jalal, Ahmad (41661536000); Liu, Hui (57196004640)","58040312700; 59454660500; 57206480487; 59424405100; 57193325656; 41661536000; 57196004640","Human Pose Estimation and Event Recognition via Feature Extraction and Neuro-Fuzzy Classifier","2025","IEEE Access","13","","","37328","37343","0","3","10.1109/ACCESS.2025.3538691","https://www.scopus.com/inward/record.uri?eid=2-s2.0-86000722956&doi=10.1109%2FACCESS.2025.3538691&partnerID=40&md5=256cbe2e437b6aa6c79b4792ecad4d1d","This paper introduces an advanced framework for Human Pose Estimation (HPE) and Semantic Event Classification (SEC), addressing the growing demand for sophisticated human skeleton modeling, context-aware feature extraction, and machine learning techniques for accurate event recognition in real-world scenarios. HPE, a fundamental task in applications such as sports analytics and surveillance systems, involves predicting human joint locations from visual data. Despite substantial progress driven by deep learning advancements, particularly in handling occlusions and crowded environments, a comprehensive integration of these innovations remains limited in current literature. To bridge this gap, we propose a novel HPE and SEC system featuring a robust six-stage pipeline. The workflow begins with preprocessing steps, including video-to-image sequence conversion, floor removal to reduce noise, grayscale transformation, and human silhouette extraction via binary masks. Human detection is performed using the GrabCut algorithm. Full-body feature extraction incorporates 1-D Fourier Transform, 2-D energy-based motion analysis, 0–180° intensity mapping via the Radon Transform algorithm, and movable body part detection using Fourier-Based Correlation. Key point features are characterized through the degree of freedom, human landmark detection via the HSV algorithm, and angular point analysis using the media pipe algorithm. Features are then optimized using the Ray Optimizer and classified through a Neuro-Fuzzy classifier. The proposed system achieves classification accuracies of 94.82%, 92.33%, and 93.63% on the UCF Sports Actions, Human Action Recognition (HAR), and MPII Human Pose datasets, respectively, outperforming state-of-the-art methods and demonstrating its effectiveness in tackling real-world challenges. © 2025 Elsevier B.V., All rights reserved.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-86000722956"
"M., el-Hajj, Mohamad; B., Kwon, Benjamin; C., Jethro Infante, Craeg; J., Steed, Jackson; V., Gore, Victor; N., Phan, Nhi; M., Elmorsy, Mohammed","el-Hajj, Mohamad (9734536100); Kwon, Benjamin (59664150500); Jethro Infante, Craeg (59665348200); Steed, Jackson (59659518400); Gore, Victor (59659327200); Phan, Nhi (59664555400); Elmorsy, Mohammed (55849461100)","9734536100; 59664150500; 59665348200; 59659518400; 59659327200; 59664555400; 55849461100","Leveraging machine learning to predict factors that drive successful basketball team formation","2025","Proceedings of SPIE - The International Society for Optical Engineering","13540","","135400B","","","0","0","10.1117/12.3056366","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85219551013&doi=10.1117%2F12.3056366&partnerID=40&md5=f97cee4fd8215923aa337b5ceecea4a3","This study delves deep into the key factors affecting the likelihood of NCAA basketball players getting drafted into the NBA. The study highlights the importance of offensive metrics such as points scored and offensive ratings in predicting an NCAA player's chances of being drafted into the NBA by utilizing an unsupervised learning clustering model and a supervised decision tree model. This underscores the significance of offensive statistics in a player's skill set and suggests that players and coaches should prioritize improving these metrics to enhance a player's draft potential. The study found that defensive metrics like defensive ratings and blocks have less impact on overall draft potential than offensive metrics. A crucial point to note is that a team's success often relies on having its top players actively participating on the court. This research enhances our understanding of the factors influencing the draft prospects of NCAA basketball players. It underscores the advancement of basketball analytics and paves the way for further research on player performance metrics and their influence on the scouting and selection of professional athletes. © 2025 Elsevier B.V., All rights reserved.","Conference paper","Final","","Scopus","2-s2.0-85219551013"
"G., Liu, Guiliang; S., Xu, Sheng; S., Liu, Shicheng; A., Gaurav, Ashish; S., Ganapathi Subramanian, Sriram; P., Poupart, Pascal","Liu, Guiliang (57204467338); Xu, Sheng (59249524700); Liu, Shicheng (58366057800); Gaurav, Ashish (57370421700); Ganapathi Subramanian, Sriram (57207360182); Poupart, Pascal (6602232581)","57204467338; 59249524700; 58366057800; 57370421700; 57207360182; 6602232581","A Comprehensive Survey on Inverse Constrained Reinforcement Learning: Definitions, Progress and Challenges","2025","Transactions on Machine Learning Research","2025","","","","","0","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85219549712&partnerID=40&md5=3767f7c3024063ae0930c6e50beb94af","Inverse Constrained Reinforcement Learning (ICRL) is the task of inferring the implicit constraints that expert agents adhere to, based on their demonstration data. As an emerging research topic, ICRL has received considerable attention in recent years. This article presents a categorical survey of the latest advances in ICRL. It serves as a comprehensive reference for machine learning researchers and practitioners, as well as starters seeking to comprehend the definitions, advancements, and important challenges in ICRL. We begin by formally defining the problem and outlining the algorithmic framework that facilitates constraint inference across various scenarios. These include deterministic or stochastic en-vironments, environments with limited demonstrations, and multiple agents. For each con-text, we illustrate the critical challenges and introduce a series of fundamental methods to tackle these issues. This survey encompasses discrete, virtual, and realistic environments for evaluating ICRL agents. We also delve into the most pertinent applications of ICRL, such as autonomous driving, robot control, and sports analytics. To stimulate continuing research, we conclude the survey with a discussion of key unresolved questions in ICRL that can effectively foster a bridge between theoretical understanding and practical industrial applications. The papers referenced in this survey can be found at https://github.com/Jasonxu1225/Awesome-Constraint-Inference-in-RL. © 2025 Elsevier B.V., All rights reserved.","Article","Final","","Scopus","2-s2.0-85219549712"
"Z., Zhu, Zhiguo","Zhu, Zhiguo (59659219700)","59659219700","Design and implementation of an intelligent sports management system (ISMS) using wireless sensor networks","2025","PeerJ Computer Science","11","","e2637","","","0","1","10.7717/PEERJ-CS.2637","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85219125001&doi=10.7717%2FPEERJ-CS.2637&partnerID=40&md5=2a865f4fe4753d51c5cbd84e28020bc5","In recent years, growth in technology has significantly impacted various industries, including sports, health, e-commerce, and agriculture. Among these industries, the sports sector is experiencing significant transformation, which needs support in accurately monitoring athlete predicting and performance injuries arising due to traditional methods’ limitations. Keeping the above in mind, in this article, we present the Intelligent Sports Management System (ISMS) with the integration of wireless sensor networks (WSNs) and neural networks (NNs), which enhance athlete monitoring and injury prediction. Our proposed ISMS consists of several layers: user interface, business logic layer, data management layer, integration layer, analytics and AI layer, IoT layer, and security layer. To facilitate interactions for athletes, coaches, and administrators, our planned ISMS integrates a user-friendly interface accessible through web and mobile applications. Besides, scheduling and event management are managed by the business logic layer. Similarly, the data management layer can process and store comprehensive data from various sources. To ensure smooth data exchange, the integration layer connects the ISMS with third-party services, and the analytics and AI layer leverages machine learning to provide actionable insights on performance and outcomes. In addition, the IoT layer collects real-time data from sensors and wearable devices, which is essential for performance analysis and injury prevention. Finally, the security layer ensures data integrity and confidentiality with robust encryption and access controls. To evaluate the system performance in different scenarios, we performed many experiments, which show that the proposed ISMS model shows the system efficacy in improving accuracy (0.94), specificity (0.97), recall (0.91), precision (0.93), F1 score (0.95), mean absolute error (MAE) (0.6), mean square error (MSE) (0.8), and root mean square error (RMSE) (0.9), compared to traditional methods. From these results, it is clear that our suggested approach improves athlete performance monitoring, injury prevention plans, and training schedules by presenting a complete and novel solution for recent sports management. © 2025 Elsevier B.V., All rights reserved.","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85219125001"
"M., Hasan Khalleefah Hassan, Munayr; W.M.S., Khalifa, Wagdi M.S.","Hasan Khalleefah Hassan, Munayr (59661406900); Khalifa, Wagdi M.S. (57194386350)","59661406900; 57194386350","Work Place Safety: Machine Learning Techniques for Assessing Workplace Incident Severity","2025","IEEE Access","13","","","34211","34226","0","1","10.1109/ACCESS.2025.3543136","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85218738173&doi=10.1109%2FACCESS.2025.3543136&partnerID=40&md5=bc32715ffcc2fb51661fa1ed607a0ff0","Occupational injury severity prediction is paramount across all industries, necessitating the adoption of advanced methodologies to enhance predictive analysis. This study leverages Machine Learning (ML) techniques to build a robust and effective predictive model for predicting the severity of occupational injuries. Analyzing a comprehensive dataset of occupational injury records from Occupational Safety and Health Administration (OSHA), this research explores the efficacy of seven distinct ML algorithms AdaBoostClassifier (ABC), K-Nearest Neighbors (KNN), Decision Tree Classifier (DTC), Extreme Learning Machine (ELM), Support Vector Classifier (SVC), Multi-Layer Perceptron (MLP), and Stacked Model (SM). Among these, ABC emerges as the standout performer, demonstrating superior accuracy and F1-score, Specifically 92.5% and 99.3% accuracy in predicting hospitalization and amputation severity, respectively, thus underscoring the potential of ensemble learning in refining occupational injury prediction models. Permutation feature importance analysis reveals that the nature of the injury, the body part affected, and the source are pivotal factors in the dataset shaping injury severity predictions. This study empowers stakeholders to devise informed corrective and preventive strategies for mitigating workplace injuries. ABC has shown robust performance in developing injury prevention frameworks. © 2025 Elsevier B.V., All rights reserved.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85218738173"
"R., Saberisani, Reza; M.H., Alghosi, Mohammad Hossein; M., Zarei, Mostafa; P.J., Santos, Paulo J.; A., Gorouhi, Armin; L.P., Ardigò, Luca Paolo; H., Nobari, Hadi","Saberisani, Reza (59558508600); Alghosi, Mohammad Hossein (57197502582); Zarei, Mostafa (57200677685); Santos, Paulo J. (59558508700); Gorouhi, Armin (58084987800); Ardigò, Luca Paolo (6603326166); Nobari, Hadi (57218371444)","59558508600; 57197502582; 57200677685; 59558508700; 58084987800; 6603326166; 57218371444","Prediction of football injuries using GPS-based data in Iranian professional football players: a machine learning approach","2025","Frontiers in Sports and Active Living","7","","1425180","","","0","0","10.3389/fspor.2025.1425180","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85217873483&doi=10.3389%2Ffspor.2025.1425180&partnerID=40&md5=66160d7492fba4274fe36caa159133b9","Introduction: The study aims to assess and compare the predictive effectiveness of football-related injuries using external load data and a decision tree classification algorithm by unidimensional approach. Methods: The sample consisted of 25 players from one of the 16 teams participating in the Persian Gulf Pro League during the 2022--2023 season. Player injury data and raw GPS data from all training and competition sessions throughout the football league season were gathered (214 training sessions and 34 competition sessions). The acute-tochronic workload ratio was calculated separately for each variable using a ratio of 1:3 weeks. Finally, the decision tree algorithm with machine learning was utilised to assess the predictive power of injury occurrence based on the acute-to-chronic workload ratio. Results: The results showed that the variable of the number of decelerations had the highest predictive power compared to other variables [area under the curve (AUC) = 0.91, recall = 87.5%, precision = 58.3%, accuracy = 94.7%]. Conclusion: Although none of the selected external load variables in this study had high predictive power (AUC > 0.95), due to the high predictive power of injury of the number of deceleration variables compared with other variables, the necessity of attention and management of this variable as a risk factor for injury occurrence is essential for preventing future injuries. © 2025 Elsevier B.V., All rights reserved.","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85217873483"
"Q., Zhang, Qianwei; L., Yu, Lirong; W., Yan, Wenke","Zhang, Qianwei (58974070000); Yu, Lirong (57194578115); Yan, Wenke (59540864700)","58974070000; 57194578115; 59540864700","AI-Driven Image Recognition System for Automated Offside and Foul Detection in Football Matches Using Computer Vision","2025","International Journal of Advanced Computer Science and Applications","16","1","","1191","1198","0","3","10.14569/IJACSA.2025.01601114","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85216866914&doi=10.14569%2FIJACSA.2025.01601114&partnerID=40&md5=731207ba2b1aaf2637fc8a12fabb2907","Integrating artificial intelligence (AI) and computer vision in sports analytics has transformed decision-making pro- cesses, enhancing fairness and efficiency. This paper proposes a novel AI-driven image recognition system for automatically detecting offside and foul events in football matches. Unlike conventional methods, which rely heavily on manual intervention or traditional image processing techniques, our approach utilizes a hybrid deep learning model that combines advanced object tracking with motion analysis to deliver real-time, precise event detection. The system employs a robust, self-learning algorithm that leverages spatiotemporal features from match footage to track player movements and ball dynamics. By analyzing the continuous flow of video data, the model detects offside positions and identifies foul types such as tackles, handballs, and dangerous play—through a dynamic pattern recognition process. This multi- tiered approach overcomes traditional methods’ limitations by accurately identifying critical events with minimal latency, even in complex, high-speed scenarios. In experiments conducted on diverse datasets of live match footage, the system achieved an overall accuracy of 99.85% for offside detection and 98.56% for foul identification, with precision rates of 98.32% and 97.12%, respectively. The system's recall rates of 97.45% for offside detection and 96.85% for foul recognition demonstrate its reliability in real-world applications. It's clear from these results that the proposed framework can automate and greatly enhance the accuracy of match analysis, making it a useful tool for both referees and broadcasters. The system's low computational overhead and growing ability make connecting to existing match broadcasting infrastructure easy. This establishes an immediate feedback loop for use during live games. This work marks a significant step forward in applying AI and computer vision for sports, introducing a powerful method to enhance the objectivity and precision of officiating in football. © 2025 Elsevier B.V., All rights reserved.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85216866914"
"Y., Zhang, Yuan","Zhang, Yuan (59541005100)","59541005100","Multi-Factors Analysis Using Visualizations and SHAP: Comprehensive Case Analysis of Tennis Results Forecasting","2025","International Journal of Advanced Computer Science and Applications","16","1","","143","152","0","1","10.14569/IJACSA.2025.0160114","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85216850682&doi=10.14569%2FIJACSA.2025.0160114&partnerID=40&md5=81807049c6d8327b017d3dd2c6c51d01","Explainable Artificial Intelligence (XAI) enhances interpretability in data-driven models, providing valuable insights into complex decision-making processes. By ensuring transparency, XAI bridges the gap between advanced Artificial Intelligence (AI) techniques and their practical applications, fostering trust and enabling data-informed strategies. In the realm of sports analytics, XAI proves particularly significant, as it unravels the multifaceted nature of factors influencing athletic performance. This work uses a rich data analysis flow that includes descriptive, predictive, and prescriptive analysis for the tennis match outcomes. Descriptive analysis uses XAI techniques such as SHAP (SHapley Additive exPlanations) with diverse factors such as physical, geographical, surface level and skill disparities. Top players are ranked; the trend of country-wise winning is presented for the last many decades. Correlation analysis presents inter-dependence of factors. Correlation analysis presents inter-dependence of factors. Predictive analysis makes use of machine learning models, the highest overall accuracy of 80% according to the K-Nearest Neighbors classifier. Lastly, prescriptive analysis recommends specific details which can be helpful for players and coaches as well as for overall strategies planning and performance enhancement. The research underscores the significance of AI-driven insights in sports analytics, particularly for a fast-paced and strategic sport like tennis. By leveraging advanced data analytics methods, this study offers a nuanced understanding of the interplay between player attributes, match contexts, and historical trends, paving the way for enhanced performance and informed strategic planning in professional tennis. © 2025 Elsevier B.V., All rights reserved.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85216850682"
"S., Cameron, Shaun; I., Radwan, Ibrahim; J.K., Mara, Jocelyn K.","Cameron, Shaun (59218875800); Radwan, Ibrahim (55441575800); Mara, Jocelyn K. (55353590300)","59218875800; 55441575800; 55353590300","What the Eyes Don’t See: An Objective Assessment of Players’ Contribution to Team Success in Men’s Rugby League","2025","Research Quarterly for Exercise and Sport","96","1","","116","125","0","2","10.1080/02701367.2024.2373124","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85198544255&doi=10.1080%2F02701367.2024.2373124&partnerID=40&md5=02e2d45ea01b20d869433521f9a171ac","Purpose: This study addresses the lack of objective player-based metrics in men’s rugby league by introducing a comprehensive set of novel performance metrics designed to quantify a player’s overall contribution to team success. Methods: Player match performance data were captured by Stats Perform for every National Rugby League season from 2018 until 2022; a total of five seasons. The dataset was divided into offensive and defensive variables and further split according to player position. Five machine learning algorithms (Principal Component Regression, Lasso Regression, Random Forest, Regression Tree, and Extreme Gradient Boost) were considered in the analysis, which ultimately generated Wins Created and Losses Created for offensive and defensive performance, respectively. These two metrics were combined to create a final metric of Net Wins Added. The validity of these player performance metrics against traditional objective and subjective measures of performance in rugby league were evaluated. Results: The metrics correctly predicted the winner of 80.9% of matches, as well as predicting the number of team wins per season with an RMSE of 1.9. The metrics displayed moderate agreement (Gwet AC1 = 0.505) when predicting team of the year award recipients. When predicting State of Origin selection, the metrics displayed moderate agreement for New South Wales (0.450) and substantial agreement for Queensland (0.652). Conclusion: The development and validation of these objective player performance metrics represent significant potential to enhance talent evaluation and player recruitment. © 2025 Elsevier B.V., All rights reserved.","Article","Final","","Scopus","2-s2.0-85198544255"
"","; Singh, Upendra Pratap (54785303500)","60109366400; 54785303500","ProSoccerTrainer: A secure AI-powered Penalty Detection and Performance Recommendation System","2025","","","","","248","255","0","0","10.1109/ICSC65596.2025.11140362","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105016520772&doi=10.1109%2FICSC65596.2025.11140362&partnerID=40&md5=05dd533a4adc6c559d773d49970bf3bb","In this paper we present ProSoccerTrainer, a novel secured Penalty Detection and Recommendation System (PDS) which is capable of detecting penalties, analyzing playing skills and providing recommendations to soccer players and coaches. The system works by utilizing computer vision, machine learning and performance analytics; processing real-time videos by analyzing environmental and field conditions, track ball trajectory, detect goals or missed penalties and make recommendations to players as to how to improve their skills. This comprehensive solution addresses security and privacy concerns by the means of protecting information on backend, frontend, in transit and at rest. It’s AI-powered personalized recommendation feature stands out, providing actionable recommendations that help players improve their playing techniques, improve physical and psychological health, and improve decision-making skills. With ProSoccerTrainer we have a major leap forward in sports performance analysis that provides coaches and players actionable intelligence whilst adhering to rigorous data security and privacy standards. An Application Programming Interface for the ProSoccerTrainer solution was implemented and the implementation codes are available in github repository. © 2025 Elsevier B.V., All rights reserved.","Conference paper","Final","","Scopus","2-s2.0-105016520772"
"N., Cliffel, Nick; R., Ramnath, Rajiv","Cliffel, Nick (60039707100); Ramnath, Rajiv (57202486543)","60039707100; 57202486543","Optimizing Sports Predictions Using Model Selection: A Case Study in Reproducible Data-Science","2025","","","","","283","288","0","0","10.1109/COMPSAC65507.2025.00045","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105016180859&doi=10.1109%2FCOMPSAC65507.2025.00045&partnerID=40&md5=992e0b3b153f2d2515bdc3eeea579841","This paper presents a case study on applying machine learning to the real-world problem of making data-driven player and team predictions for the National Football League (NFL). It is motivated by the legalization of sports betting and interest in sports analytics by franchises and fans. We present a reproducible methodology to produce accurate predictions of margins of victory, player rush yards, and player receiving yards that exceed the baseline established by previous researchers, along with publicly available code and datasets that can be found at https://code.osu.edu/cliffel.11/sportspredictions. © 2025 Elsevier B.V., All rights reserved.","Conference paper","Final","","Scopus","2-s2.0-105016180859"
"C.A., Mamiya, Chiharu A.; L.M., Marletta, Lilly M.; C.A., Traver, Cherrice Ann; S.F., Cotter, Shane F.; M., Okwori, Michael","Mamiya, Chiharu A. (60093088100); Marletta, Lilly M. (60093088200); Traver, Cherrice Ann (6602597399); Cotter, Shane F. (7006619114); Okwori, Michael (57192188962)","60093088100; 60093088200; 6602597399; 7006619114; 57192188962","Predictive Analysis of Basketball Shots from Inertial Data Using Machine Learning","2025","","","","","749","755","0","0","10.1109/AIIoT65859.2025.11105371","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105015509934&doi=10.1109%2FAIIoT65859.2025.11105371&partnerID=40&md5=2495285a5596a2f0ea958ce589149d9d","Sports analytics has the potential to provide a comprehensive analysis of player data and unlock deep insights that can be used to enhance performance and improve training. In this work, we collect hand and arm inertial data of basketball shots and perform deep analysis to determine key factors that contribute to three main questions: the shot outcomes, the position of shots, and the experience level of players. We also investigate how well machine learning-based models can answer these three questions. To do this, we engineered statistical-based features from the shot inertial data. Then, we trained and evaluated the performance of five machine learning models. The results show that the experience level of the player can be accurately determined from the inertial data by both an artificial neural network (ANN) and a support vector classifier (SVC). An extreme gradient boosted (XGBoost) model had the best success classifying the location from which the shot was taken with an accuracy of 94%. Finally, SVC predicted the outcome of the shot as either a miss or a basket, with an accuracy of 76%. Further analysis revealed that the arm and hand accelerations and rotation in the y-axis are critical factors in basketball shooting. This work demonstrates the feasibility of using small inertial sensors worn by basketball players to track and collect crucial data during training sessions which can then be used to predict and improve performance. © 2025 Elsevier B.V., All rights reserved.","Conference paper","Final","","Scopus","2-s2.0-105015509934"
"A., Rumale, Apoorva; M., Desai, Mahek; M., Asadinia, Marjan","Rumale, Apoorva (59416138200); Desai, Mahek (59415774300); Asadinia, Marjan (35788133100)","59416138200; 59415774300; 35788133100","PRISM: Predictive Risk and Injury Surveillance Model for Athlete Safety","2025","","","","","24","31","0","0","10.1109/AIIoT65859.2025.11105248","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105015373163&doi=10.1109%2FAIIoT65859.2025.11105248&partnerID=40&md5=6a47ec7ea985e2056b82220efd5d84ae","Injury prediction in athletes is a critical aspect of sports medicine, where early identification is essential for minimizing the risk of severe injuries and enhancing athletic performance. This study explores the use of machine learning (ML) techniques to assess injury risk by analyzing key physiological metrics such as heart rate, impact force, activity duration, and skin temperature. A dataset containing athlete performance data under different conditions is examined to identify the predictive relevance of these features. Traditional classification methods faced challenges due to the non-collinear nature of the data, whereas boosting techniques proved to be the most effective, delivering the highest prediction accuracy. This research evaluates various ML models, including boosting algorithms, neural networks, and conventional classifiers, comparing their predictive capabilities. Using AutoML, AutoGluon determined that the Weighted Ensemble model outperformed other approaches, achieving an accuracy of 81.17%. To complement the injury prediction model, this study also incorporates a Reinforcement Learning (RL)-based Training Recommendation Model, which dynamically adjusts training regimens based on real-time physiological and biomechanical feedback. By optimizing training intensity and workload distribution, the RL model helps minimize injury risk while ensuring an appropriate and effective training regimen. The recommendation system is designed to be flexible, allowing for continuous adaptation and improvement as more data becomes available. This integrated approach enhances informed decision-making for coaches, medical professionals, and athletes, facilitating proactive injury prevention while maintaining peak performance levels. By leveraging ML-driven injury prediction and RL-based training recommendations, this study presents a comprehensive, scalable, and adaptable framework for athlete management. The results emphasize the potential of artificial intelligence in enhancing sports science, reducing rehabilitation costs, and optimizing performance through personalized, data-driven interventions. © 2025 Elsevier B.V., All rights reserved.","Conference paper","Final","","Scopus","2-s2.0-105015373163"
