"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Document Type","Publication Stage","Open Access","Source","EID"
"A., Rumale, Apoorva; M., Desai, Mahek; M., Asadinia, Marjan","Rumale, Apoorva (59416138200); Desai, Mahek (59415774300); Asadinia, Marjan (35788133100)","59416138200; 59415774300; 35788133100","PRISM: Predictive Risk and Injury Surveillance Model for Athlete Safety","2025","","","","","24","31","0","0","10.1109/AIIoT65859.2025.11105248","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105015373163&doi=10.1109%2FAIIoT65859.2025.11105248&partnerID=40&md5=6a47ec7ea985e2056b82220efd5d84ae","Injury prediction in athletes is a critical aspect of sports medicine, where early identification is essential for minimizing the risk of severe injuries and enhancing athletic performance. This study explores the use of machine learning (ML) techniques to assess injury risk by analyzing key physiological metrics such as heart rate, impact force, activity duration, and skin temperature. A dataset containing athlete performance data under different conditions is examined to identify the predictive relevance of these features. Traditional classification methods faced challenges due to the non-collinear nature of the data, whereas boosting techniques proved to be the most effective, delivering the highest prediction accuracy. This research evaluates various ML models, including boosting algorithms, neural networks, and conventional classifiers, comparing their predictive capabilities. Using AutoML, AutoGluon determined that the Weighted Ensemble model outperformed other approaches, achieving an accuracy of 81.17%. To complement the injury prediction model, this study also incorporates a Reinforcement Learning (RL)-based Training Recommendation Model, which dynamically adjusts training regimens based on real-time physiological and biomechanical feedback. By optimizing training intensity and workload distribution, the RL model helps minimize injury risk while ensuring an appropriate and effective training regimen. The recommendation system is designed to be flexible, allowing for continuous adaptation and improvement as more data becomes available. This integrated approach enhances informed decision-making for coaches, medical professionals, and athletes, facilitating proactive injury prevention while maintaining peak performance levels. By leveraging ML-driven injury prediction and RL-based training recommendations, this study presents a comprehensive, scalable, and adaptable framework for athlete management. The results emphasize the potential of artificial intelligence in enhancing sports science, reducing rehabilitation costs, and optimizing performance through personalized, data-driven interventions. © 2025 Elsevier B.V., All rights reserved.","Conference paper","Final","","Scopus","2-s2.0-105015373163"
"A., Al-Bustami, Ali; Z.A., Ghazal, Zaid A.","Al-Bustami, Ali (59908570200); Ghazal, Zaid A. (58846928300)","59908570200; 58846928300","From Players to Champions: A Generalizable Machine Learning Approach for Match Outcome Prediction with Insights From the FIFA World Cup","2025","IEEE International Conference on Electro Information Technology","","","","574","578","0","0","10.1109/eIT64391.2025.11103598","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105014910482&doi=10.1109%2FeIT64391.2025.11103598&partnerID=40&md5=66aaab26c821cd2c01fda5ad57ca20d7","Accurate prediction of FIFA World Cup match outcomes holds significant value for analysts, coaches, bettors, and fans. This paper presents a machine learning framework specifically designed to forecast match winners in FIFA World Cup. By integrating both team-level historical data and player-specific performance metrics such as goals, assists, passing accuracy, and tackles, we capture nuanced interactions often overlooked by traditional aggregate models. Our methodology processes multi-year data to create year-specific team profiles that account for evolving rosters and player development. We employ classification techniques complemented by dimensionality reduction and hyperparameter optimization, to yield robust predictive models. Experimental results on data from the FIFA 2022 World Cup demonstrate our approach's superior accuracy compared to baseline method. Our findings highlight the importance of incor-porating individual player attributes and team-level composition to enhance predictive performance, offering new insights into player synergy, strategic match-ups, and tournament progression scenarios. This work underscores the transformative potential of rich, player-centric data in sports analytics, setting a foundation for future exploration of advanced learning architectures such as graph neural networks to model complex team interactions. © 2025 Elsevier B.V., All rights reserved.","Conference paper","Final","","Scopus","2-s2.0-105014910482"
"S., Song, Songyi; H., Choi, Hyongjun","Song, Songyi (60080468500); Choi, Hyongjun (55655640500)","60080468500; 55655640500","Post-Match Outcome Analysis in the FIFA 2023 Women’s World Cup: Insights for Sports Management and Performance Logistics","2025","Journal of Distribution Science","23","7","","117","124","0","0","10.15722/jds.23.07.202507.117","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105014780554&doi=10.15722%2Fjds.23.07.202507.117&partnerID=40&md5=5ac68fa7dbfeea7216158b667acf8630","Purpose: This study aims to model and predict team performance outcomes during the 2023 FIFA Women’s World Cup by integrating a supply chain perspective into sports analytics. The research addresses a gap in the literature by focusing on the distribution and flow of player and team performance data, which is critical for optimizing decision-making in modern football management, media reporting, and logistics. Research design, data and methodology: Data were collected from 60 matches involving 16 national teams, incorporating detailed player-level performance metrics. Five feature engineering strategies and seven machine learning algorithms were compared through rigorous nested cross-validation techniques. This analytical pipeline represents a structured supply chain of data processing and model evaluation. Results: Among the tested algorithms, logistic regression consistently outperformed others, achieving 99% accuracy under nested cross-validation and 95.8% accuracy on an independent test set. This indicates robust generalizability and practical reliability in predicting match outcomes. Conclusions: This study contributes a comprehensive machine learning framework tailored for women’s football, emphasizing the importance of data distribution efficiency. The results offer practical implications for enhancing performance forecasting, supporting coaching strategies, streamlining media reporting, and improving event supply chain operations in international sports tournaments. © 2025 Elsevier B.V., All rights reserved.","Article","Final","","Scopus","2-s2.0-105014780554"
"S., Wbaid, Saef; A.M., Ahmatkhonovich, Azizov Marufkhuja; H., Pulatova, Hilola; M., Afzal, Md","Wbaid, Saef (59738334300); Ahmatkhonovich, Azizov Marufkhuja (59960154600); Pulatova, Hilola (60019006300); Afzal, Md (59243692600)","59738334300; 59960154600; 60019006300; 59243692600","Artificial Intelligence-Powered Sports Analytics: Enhancing Performance Through Data Science","2025","","","","","","","0","0","10.1109/ICCIES63851.2025.11032536","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105011939762&doi=10.1109%2FICCIES63851.2025.11032536&partnerID=40&md5=6e193478df3ecf666cb07d8db2f3c4e3","Artificial Intelligence (AI)-powered sports analytics is revolutionizing athlete performance assessment by leveraging data science to enhance decision-making and training strategies. By integrating AI with advanced statistical models, sports professionals can gain deeper insights into player efficiency, tactics, and injury prevention. Traditional sports analysis methods rely on subjective assessments, basic statistical tools, and manual video analysis, which often result in inaccuracies, inefficiencies, and delayed decision-making. These limitations hinder optimal performance evaluation and proactive injury prevention. To address these challenges, we propose the Machine Learning for Performance Analysis and Injury Prediction (ML-PA-IP) framework, which integrates AI-driven machine learning models for real-time player performance tracking, biometric monitoring, and predictive injury analysis. This framework enhances accuracy, automates data processing, and enables proactive intervention. The proposed method applies ML-PA-IP to analyze vast datasets, including motion capture, physiological data, and historical performance metrics. It utilizes deep learning algorithms for player movement recognition, predictive analytics for injury risk assessment, and AI-based recommendations for optimizing training regimens. Findings indicate that ML-PA-IP significantly improves performance assessment accuracy, reduces injury occurrences by identifying risk factors in advance, and enhances game strategy through AI-driven insights. By leveraging AI-powered sports analytics, coaches, trainers, and athletes can make data-driven decisions that optimize performance, prevent injuries, and achieve long-term success in competitive sports. © 2025 Elsevier B.V., All rights reserved.","Conference paper","Final","","Scopus","2-s2.0-105011939762"
"M., Abdi, Mohammadreza; M., Kargari, Mehrdad; B., Teimourpour, Babak; M., Alavi, Meysam","Abdi, Mohammadreza (59898487400); Kargari, Mehrdad (54395571000); Teimourpour, Babak (36115355600); Alavi, Meysam (57193123647)","59898487400; 54395571000; 36115355600; 57193123647","NBA Playoff Qualification: A Hybrid Machine Learning and Social Network Analysis Approach","2025","International Conference on Web Research, ICWR","","2025","","566","571","0","0","10.1109/ICWR65219.2025.11006193","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105011582360&doi=10.1109%2FICWR65219.2025.11006193&partnerID=40&md5=c07d71dfcf0aa87f251da9afac11f9c7","In recent years, sports data analysis has emerged as a rapidly growing research field, becoming one of the core aspects of modern sports management. It can assist coaches and sports managers in predicting match outcomes and evaluating team and player performance. One of the most popular sports competitions, the NBA basketball games, has been the subject of numerous studies where various machine learning (ML) models have been used to predict game outcomes. However, previous research has primarily focused on traditional machine learning models, often overlooking the complex relationships between players within a team and their performance in interaction with other teammates. Therefore, this study proposes a hybrid model to predict NBA teams' qualification for the playoffs, utilizing complete game data from the 2007-2008 to 2017-2018 seasons. The experiments in this study were based on three different data scenarios: team statistical features on a per-game basis, purely network-based features, and finally, a combination of statistical and network features of the games. The results of this study indicate that the use of the hybrid approach significantly increased prediction accuracy across various models. Furthermore, in the hybrid approach, both the Logistic Regression and XGBoost models, with an accuracy of 93%, demonstrated the best performance compared to other models. The findings of this study provide valuable insights for future research in predicting and analyzing the performance of basketball teams. © 2025 Elsevier B.V., All rights reserved.","Conference paper","Final","","Scopus","2-s2.0-105011582360"
"K., Anand, K.; P., Kumar, P.; R., Hemanth Kumar, R.","Anand, K. (57530064100); Kumar, P. (58265901700); Hemanth Kumar, R. (59569879000)","57530064100; 58265901700; 59569879000","AI FitCoach - Intelligent Virtual Coach for Safe and Effective Home Workouts","2025","","","","","","","0","0","10.1109/ICDSBS63635.2025.11032036","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105011060580&doi=10.1109%2FICDSBS63635.2025.11032036&partnerID=40&md5=ecb4ac354516d4a7357a00fa688b57f8","Motion analysis, posture estimation, and human detection are important applications in sports analytics, healthcare, and surveillance. This paper proposes a hybrid system which incorporates MediaPipe Pose for the precise prediction of skeletons, YOLOv8 for accurate human detection, and a rule-based pose correction mechanism for better detection reliability. Long Short-Term Memory (LSTM) networks for motion tracking and activity classification further process the corrected pose data. The proposed architecture offers a real-time and scalable solution in various scenarios to issues posed by accuracy in pose and the prediction of motion. On the basis of experimental results, this system is reported as a major breakthrough in the area of intelligent video analytics due to its detection capability, efficient pose correction, and dependable motion tracking. © 2025 Elsevier B.V., All rights reserved.","Conference paper","Final","","Scopus","2-s2.0-105011060580"
"R., Takamido, Ryota; J., Ota, Jun; H., Nakamoto, Hiroki","Takamido, Ryota (57206890890); Ota, Jun (58146309700); Nakamoto, Hiroki (24335755100)","57206890890; 58146309700; 24335755100","PassAI: An Explainable Machine Learning Framework for Predicting Soccer Pass Outcomes Using Multimodal Match Data","2025","IEEE Access","13","","","132884","132898","0","0","10.1109/ACCESS.2025.3589903","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105011047118&doi=10.1109%2FACCESS.2025.3589903&partnerID=40&md5=5e606718af4a13ec9debd4540c8d8bbd","As sports data, increasingly shaped by recent advances in in-game data acquisition technologies, become more complex and high-dimensional, analyzing such multimodal datasets presents challenges in both predictive performance and interpretability. Therefore, in this study, we introduce PassAI, a novel machine learning framework for classifying soccer passes success or failure using spatiotemporal tracking images and player-specific statistical profiles. PassAI addresses these challenges with an original dual-stream architecture that processes image-based and tabular features separately and then combines them for final prediction. Additionally, a two-stage explanation module was implemented to provide interpretable insights from both inter- and intra-modality perspectives. This module allows end users (e.g., coaches and analysts) understand whether pass outcomes depend more on contextual dynamics or individual player traits. In experiments involving 6,349 passes from professional Japanese soccer league games, PassAI outperformed state-of-the-art models - including convolutional neural network-based and graph neural network-based approaches, as well as existing pass prediction models - by more than 5% in accuracy. It also provided interpretable feedback through visual saliency maps and feature sensitivity analysis. Furthermore, RemOve And Retrain was also performed to verify the faithfulness of the generated explanation, and the visual saliency maps were highly faithful. Although there remains room for improvement from a practical standpoint, the results of this study indicate the potential of explainable multimodal artificial intelligence systems in real-world, high-stakes decision-making environments such as professional sports. © 2025 Elsevier B.V., All rights reserved.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105011047118"
"T., Xue, Tongzhao; Y., Shen, Yawen","Xue, Tongzhao (60000580100); Shen, Yawen (58663824300)","60000580100; 58663824300","Personalized sports recommendation systems using robotic-assisted techniques in urologic oncology recovery","2025","Frontiers in Oncology","15","","1604041","","","0","0","10.3389/fonc.2025.1604041","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010945276&doi=10.3389%2Ffonc.2025.1604041&partnerID=40&md5=51db85c58bcb5af34aaafd6e072df455","Introduction: The integration of robotic-assisted techniques in urologic oncology recovery has significantly improved surgical precision and patient outcomes. However, postoperative rehabilitation remains a crucial challenge, necessitating innovative approaches for enhancing physical recovery and quality of life. Personalized sports recommendation systems have emerged as a promising solution, leveraging sports analytics, machine learning, and biomechanical modeling to tailor rehabilitation exercises. Traditional methods rely on generalized rehabilitation protocols, often failing to consider individual patient conditions, recovery progress, and biomechanical constraints. These limitations hinder optimal rehabilitation and prolong recovery times. Methods: To address these challenges, we propose a novel framework integrating robotic-assisted assessment with personalized sports analytics. Our approach utilizes a Dynamic Sports Performance Network (DSPN), which combines spatiotemporal data analysis, reinforcement learning, and real-time feedback mechanisms to optimize exercise recommendations. By incorporating multi-agent learning and predictive modeling, the system adapts rehabilitation plans based on patient performance, ensuring a tailored and effective recovery process. The system can integrate wearable sensor data and EMG signals to further refine exercise precision and monitor muscular responses in real time. Results: Experimental evaluations demonstrate that our method significantly outperforms conventional rehabilitation strategies, offering higher precision in exercise recommendations, improved adherence rates, and enhanced recovery efficiency. Discussion: This research provides a new direction in robotic-assisted rehabilitation, bridging the gap between sports science, intelligent systems, and urologic oncology recovery through interdisciplinary innovation and patient-centered design. © 2025 Elsevier B.V., All rights reserved.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105010945276"
"V.T.R.P., Kumar, V. T.Ram Pavan; S., Imran, Sk; S.K., Masthan, Shaik Khadar; O.P., Kumar, Odugu Prasanth; S.R., Sulthana, Shaik Rajiya; V., Yuktasha, Velidi","Kumar, V. T.Ram Pavan (59998997400); Imran, Sk (59999224400); Masthan, Shaik Khadar (59999170600); Kumar, Odugu Prasanth (59998945100); Sulthana, Shaik Rajiya (59999170700); Yuktasha, Velidi (59999055400)","59998997400; 59999224400; 59999170600; 59998945100; 59999170700; 59999055400","Data-Driven Decision Making in Sports: Machine Learning for Performance Benchmarking","2025","","","","","1469","1476","0","0","10.1109/ICAISS61471.2025.11042003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010769028&doi=10.1109%2FICAISS61471.2025.11042003&partnerID=40&md5=8feb047989ad99d750d52cd4e463d6cf","Traditional sports performance analysis relies heavily on subjective assessments, manual statistics, and static benchmarks that fail to capture the dynamic nature of an athlete's progress and competitive environment. This paper addresses the critical problem of inconsistent and non-adaptive performance benchmarking, which limits objective comparisons across players, teams, and historical data. We propose a novel data-driven framework leveraging machine learning (ML) to create an adaptive benchmarking system that automatically evaluates performance trends, identifies anomalies, and provides actionable insights. Our approach integrates deep learning, reinforcement learning, and ensemble learning to extract meaningful patterns from large-scale datasets, including biometrics, match statistics, and contextual variables. A key innovation is the hybrid ML pipeline combining supervised and unsupervised learning, where neural networks and clustering algorithms work together to dynamically rank and compare athlete performances based on evolving game conditions. Furthermore, we introduce anomaly detection and regression-based models to detect deviations from expected performance trends and offer personalized recommendations for training optimization. Extensive experiments on real-world sports datasets demonstrate the effectiveness of our framework, achieving superior accuracy in performance evaluation compared to conventional statistical methods. Additionally, explainable AI (XAI) techniques are integrated to enhance transparency and ensure interpretability of model outputs for coaches, analysts, and athletes. By addressing the limitations of static performance assessment methods, this research establishes a new paradigm for data-driven decision-making in sports, offering a scalable and AI-driven approach for talent identification, injury prevention, and strategic game planning. © 2025 Elsevier B.V., All rights reserved.","Conference paper","Final","","Scopus","2-s2.0-105010769028"
"J.I., Randika, J. Ishan; K., Rajamanthri, Kanishka; A., Kothalawala, Avishka; N., Gunawardana, Niroshan; A., Induranga, Ashan; P.P., Weerakkody, Pathum Priyamal; K., Maduwantha, Kaveendra; B.T.G.S., Kumara, Banage Thanne Gedara Samantha; K.R., Koswattage, Kaveenga Rasika","Randika, J. Ishan (60019994900); Rajamanthri, Kanishka (59522991700); Kothalawala, Avishka (59523106500); Gunawardana, Niroshan (59170732900); Induranga, Ashan (58803639700); Weerakkody, Pathum Priyamal (55948223600); Maduwantha, Kaveendra (57217682492); Kumara, Banage Thanne Gedara Samantha (55814034000); Koswattage, Kaveenga Rasika (26024288600)","60019994900; 59522991700; 59523106500; 59170732900; 58803639700; 55948223600; 57217682492; 55814034000; 26024288600","Optimized Motion Capture for Cricket Shot Classification Using Minimal Hardware and Machine Learning","2025","IEEE Access","13","","","113822","113837","0","0","10.1109/ACCESS.2025.3584890","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010031609&doi=10.1109%2FACCESS.2025.3584890&partnerID=40&md5=b9cf28749b1230427fd1e16e6df7b187","Motion capture technology has been used in many sports analytics, particularly for analyzing player movements in games like cricket. However, the high cost of commercial systems and the disturbing nature of wearable devices limit their accessibility and practicality. This study presents a two-fold solution: first, the development of a low-cost, non-intrusive optical motion capture system; and second, the implementation of a machine learning model to classify cricket batting shots based on body angle variations over time. After evaluating multiple optical techniques, MediaPipe was identified as the most effective and affordable solution. A system comprising four Logitech 720p cameras was deployed using Python multiprocessing to capture player motion in real time, ensuring efficient handling of both computational and input/output operations. Motion data collected from the system was analyzed to extract distinct angle variation patterns associated with different batting shots. These patterns were used to train a hybrid machine learning model combining Convolutional Neural Networks (CNNs) and Long Short-Term Memory (LSTM) networks. The proposed model achieved an accuracy of 95% in classifying various batting shots, demonstrating the feasibility and effectiveness of the system as an economical alternative for sports motion analysis. © 2025 Elsevier B.V., All rights reserved.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105010031609"
"R., Li, Ruochen","Li, Ruochen (59968787600)","59968787600","Comparing Machine Learning Methods for NBA Game Outcome Prediction","2025","","","","","52","61","0","0","10.1109/ICCCBDA64898.2025.11030489","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009408738&doi=10.1109%2FICCCBDA64898.2025.11030489&partnerID=40&md5=ba0d04b7a8412391684c56d998ba18ee","Basketball games generate a great amount of data across various dimensions, including player performance, team dynamics, and game outcomes. This makes basketball an ideal field for data analysis. In this study, we build upon previous researches to explore the prediction of NBA game outcomes based on key performance metrics such as points, rebounds and assists. We used several machine learning models, including logistic regression, decision trees, support vector machines, and random forests, to assess their prediction ability. We also used dimensionality reduction techniques like PCA and t-SNE to better understand the hidden structures of team performance. Our findings indicate that logistic regression with optimal regularization and random forest models achieved the highest accuracy and ROC AUC scores, demonstrating their potential for predicting win/loss outcomes. We also explored the impact of feature selection and hyperparameter, which provides valuable insights into our model's optimization. Although traditional machine learning techniques performed well, future research could add more performance factors, deal with imbalanced data, and explore deep learning approaches to further improve predictive accuracy. © 2025 Elsevier B.V., All rights reserved.","Conference paper","Final","","Scopus","2-s2.0-105009408738"
"L., Schelenz, Lukas; S., Rajanna, Shobha; D., Gosalci, Denis; L., Heublein, Lucas; J., Pirkl, Jonas; J., Ott, Jonathan; F., Ott, Felix; C., Mutschler, Christopher; T., Feigl, Tobias","Schelenz, Lukas (59965709600); Rajanna, Shobha (59965842600); Gosalci, Denis (59966115200); Heublein, Lucas (57219411160); Pirkl, Jonas (59376808200); Ott, Jonathan (58784285700); Ott, Felix (57218709750); Mutschler, Christopher (55365041400); Feigl, Tobias (57199999337)","59965709600; 59965842600; 59966115200; 57219411160; 59376808200; 58784285700; 57218709750; 55365041400; 57199999337","Exploitation of Hidden Context in Dynamic Movement Forecasting: A Neural Network Journey from Recurrent to Graph Neural Networks and General Purpose Transformers","2025","","","","","1095","1106","0","0","10.1109/PLANS61210.2025.11028353","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009249712&doi=10.1109%2FPLANS61210.2025.11028353&partnerID=40&md5=f1153a90fcd79f76863b99f972d24531","Forecasting within signal processing pipelines is crucial for mitigating delays, particularly in predicting the dynamic movements of objects such as NBA players. This task poses significant challenges due to the inherently interactive and unpredictable nature of sports, where abrupt changes in velocity and direction are prevalent. Traditional approaches, including (S)ARIMA(X), Kalman filters (KF), and Particle filters (PF), often struggle to model the non-linear dynamics present in such scenarios. Machine learning (ML) methods, such as long short-term memory (LSTM) networks, graph neural networks (GNNs), and Transformers, offer greater flexibility and accuracy but frequently fail to explicitly capture the interplay between temporal dependencies and contextual interactions, which are critical in chaotic sports environments.In this paper, we evaluate these models and assess their strengths and weaknesses. Experimental results reveal key performance trade-offs across input history length, generalizability, and the ability to incorporate contextual information. ML-based methods demonstrated substantial improvements over linear models across forecast horizons of up to 2s. Among the tested architectures, our hybrid LSTM augmented with contextual information achieved the lowest final displacement error (FDE) of 1.51m, outperforming temporal convolutional neural network (TCNN), graph attention network (GAT), and Transformers, while also requiring less data and training time compared to GAT and Transformers. Our findings indicate that no single architecture excels across all metrics, emphasizing the need for task-specific considerations in trajectory prediction for fast-paced, dynamic environments such as NBA gameplay. © 2025 Elsevier B.V., All rights reserved.","Conference paper","Final","","Scopus","2-s2.0-105009249712"
"R., Sayeed, Raiyan; M.T., Hassan, Mohammed Tanvir; M.N., Rahman, Md Naimur; F.B., Zaman, Faiza Binte; S., Ahmed, Sabbir; M.S.U., Miah, Md Saef Ullah","Sayeed, Raiyan (59931485800); Hassan, Mohammed Tanvir (59931485900); Rahman, Md Naimur (59931947300); Zaman, Faiza Binte (59931788300); Ahmed, Sabbir (57223210751); Miah, Md Saef Ullah (58307152600)","59931485800; 59931485900; 59931947300; 59931788300; 57223210751; 58307152600","Machine Learning Models for Predicting Olympic Medal Outcomes","2025","","","","","","","0","0","10.1109/IATMSI64286.2025.10984687","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007441688&doi=10.1109%2FIATMSI64286.2025.10984687&partnerID=40&md5=da55891a219410f2984aadf5ca6df0d2","In this paper, the prediction of Olympic medal winners has been explored using various machine learning models, utilizing a dataset spanning 128 years of Olympic history from 1896 to 2024. Thirteen Machine Learning models - Logistic Regression, Polynomial Logistic Regression, XGBoost, Random Forest, KNN, Naive Bayes, LightGBM, AdaBoost, Decision Tree, Extra Trees, Gradient Boosting, Neural Network, and SVM were used and evaluated. The dataset was preprocessed, and models were trained and tested to predict future medal outcomes. Superior performance metrics were demonstrated by ensemble models such as XGBoost, LightGBM, and Gradient Boosting with accuracy rates of 83%, 84%, and 84% respectively, and notable AUC values. Conversely, lower performances were exhibited by simpler models like Logistic Regression, Polynomial Logistic Regression, and SVM. Discrepancies in prediction graphs suggested potential issues in model training or dataset encoding. Future research will focus on integrating additional features and more sophisticated techniques to enhance model performance and prediction accuracy. The findings are anticipated to contribute significantly to the field of sports analytics and assist national Olympic committees in strategic planning and resource allocation for future Olympic Games. © 2025 Elsevier B.V., All rights reserved.","Conference paper","Final","","Scopus","2-s2.0-105007441688"
"F.I., Bhuiyan, Faizul Islam; M.A.H., Dali, Md Afjal Hossain; F.R., Niloy, Ferdous Reza; I.T., Naheen, Intisar Tahmid","Bhuiyan, Faizul Islam (59931340700); Dali, Md Afjal Hossain (59931639300); Niloy, Ferdous Reza (59931790900); Naheen, Intisar Tahmid (57221522936)","59931340700; 59931639300; 59931790900; 57221522936","Improving ODI Cricket Predictions: A Novel Approach using Key Features and Advanced Regression Models","2025","","","","","20","27","0","0","10.1109/ICICT64420.2025.11004737","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007423662&doi=10.1109%2FICICT64420.2025.11004737&partnerID=40&md5=a9da419e56e3aa1a21e6546bbe69076f","The outcomes of cricket matches, a sport followed passionately by millions worldwide, are influenced by many factors. This study presents a robust machine learning model to predict scores and win probabilities in One Day International (ODI) cricket matches. The model leverages key features such as toss outcomes, venue-specific attributes, team performance metrics, match locations, and detailed match statistics to enhance predictive accuracy. The proposed methodology employs several machine learning algorithms to forecast ODI cricket scores, including XGBRegressor, Lasso Regression, Ridge Regression, CatBoost, Gradient Boosting, LGBM, and Linear Regression. To evaluate model performance, established metrics such as the coefficient of determination (R2), mean absolute error (MAE), root mean squared error (RMSE), and mean squared error (MSE) are utilized. This study highlights not only the predictive accuracy and generalizability of the model but also its practical application through integration into a mobile application. This integration enhances user interaction and serves as a valuable tool for cricket enthusiasts and analysts, enabling the identification of trends in ODI matches while demonstrating the practical application of machine learning in sports analytics. © 2025 Elsevier B.V., All rights reserved.","Conference paper","Final","","Scopus","2-s2.0-105007423662"
"K.S., Rao, Krishnaraj S.; K.R., Raghunandan, K. R.; S., Rao, Shamanth; S., Patil, Samarth; S., Nandan, Sai; R., Devadiga, Rathay","Rao, Krishnaraj S. (57220890883); Raghunandan, K. R. (59402076800); Rao, Shamanth (59920060300); Patil, Samarth (59918949000); Nandan, Sai (59919512000); Devadiga, Rathay (59486254100)","57220890883; 59402076800; 59920060300; 59918949000; 59919512000; 59486254100","Cricket Player's Performance Prediction Using Machine Learning","2025","","","","","944","950","0","0","10.1109/AIDE64228.2025.10987465","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105006587974&doi=10.1109%2FAIDE64228.2025.10987465&partnerID=40&md5=1c6748f80a72d09240ff7bd5e6f57490","This paper presents a predictive model for cricket player performance utilizing machine learning techniques to optimize team selection for competitive matches. By analyzing historical performance data, opponent dynamics, and stadium conditions, the model aims to identify the most suitable combination of players - comprising 6 batsmen, 3 bowlers, and 2 all-rounders. Key inputs, including pitch type, batting and bowling preferences, and winning probabilities, are integrated into a rule-based algorithm. Data is collected through web scraping from reputable sources such as ESPN Cricinfo, facilitating accurate predictions based on batting and bowling averages. The findings highlight the effectiveness of combining traditional cricketing knowledge with advanced data analytics to enhance decision-making in team management. © 2025 Elsevier B.V., All rights reserved.","Conference paper","Final","","Scopus","2-s2.0-105006587974"
"M., Abdi, Mohammadreza; M., Kargari, Mehrdad; M., Alavi, Meysam; B., Teimourpour, Babak","Abdi, Mohammadreza (59898487400); Kargari, Mehrdad (54395571000); Alavi, Meysam (57193123647); Teimourpour, Babak (36115355600)","59898487400; 54395571000; 57193123647; 36115355600","Predicting NBA Playoffs Qualification Using Machine Learning Techniques","2025","","","","","","","0","0","10.1109/CSICC65765.2025.10967447","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105005138971&doi=10.1109%2FCSICC65765.2025.10967447&partnerID=40&md5=bfe9a6ee4426d78b8b7e60eab8828431","Sports data analysis has become an essential aspect of modern sports management, leveraging machine learning (ML) techniques to gain valuable insights into team and player performance. This study proposes a novel ML-based framework to predict NBA teams' qualification for the playoffs, utilizing comprehensive per-game data from the 2013-2014 to 2023-2024 seasons. Key features were selected using SHAP analysis, and model performance was evaluated using a rigorous 5-fold cross-validation approach. Among the models tested, the Support Vector Machine (SVM) achieved the highest prediction accuracy (96%), followed by the Multi-Layer Perceptron (MLP) with an 88% accuracy. These results highlight the potential of ML in providing actionable insights for team owners, coaches, and stakeholders to make data-driven decisions. Furthermore, the study addresses challenges such as data imbalance and provides a comparative analysis of model performance, offering a valuable contribution to the growing field of sports analytics. © 2025 Elsevier B.V., All rights reserved.","Conference paper","Final","","Scopus","2-s2.0-105005138971"
